Report Month,Department,Avg Telework Days/Week
2022-05,3480 - Department of Conservation,3.89
2022-05,3540 - Department of Forestry and Fire Protection,0.2
2022-05,3560 - State Lands Commission,3.59
2022-05,3600 - Department of Fish and Wildlife,2.19
2022-05,3640 - Wildlife Conservation Board,3.64
2022-05,3720 - California Coastal Commission,4
2022-05,3760 - State Coastal Conservancy,4.58
2022-05,3780 - Native American Heritage Commission,4.63
2022-05,3790 - Department of Parks and Recreation,0.56
2022-05,3810 - Santa Monica Mountains Conservancy,5
2022-05,3820 - San Francisco Bay Conservation and Development Commission,5
2022-05,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,4
2022-05,3830 - San Joaquin River Conservancy,4.67
2022-05,3835 - Baldwin Hills Conservancy,4.33
2022-05,3840 - Delta Protection Commission,3.44
2022-05,3845 - San Diego River Conservancy,0
2022-05,3850 - Coachella Valley Mountains Conservancy,2.25
2022-05,3855 - Sierra Nevada Conservancy,3.93
2022-05,3860 - Department of Water Resources,1.89
2022-05,3862 - Central Valley Flood Protection Board,4.5
2022-05,3875 - Sacramento-San Joaquin Delta Conservancy,4.91
2022-05,3885 - Delta Stewardship Council,4.53
2022-05,3900 - State Air Resources Board,4.44
2022-05,3930 - Department of Pesticide Regulation,4
2022-05,3940 - State Water Resources Control Board,3.92
2022-05,3960 - Department of Toxic Substances Control,3.23
2022-05,3970 - Department of Resources Recycling and Recovery,4.22
2022-05,3980 - Office of Environmental Health Hazard Assessment,4.77
2022-05,4100 - State Council on Developmental Disabilities,3.5
2022-05,4140 - Department of Health Care Access and Information,3.09
2022-05,4150 - Department of Managed Health Care,4.56
2022-05,4170 - Department of Aging,4.59
2022-05,4250 - California Children and Families Commission,3.05
2022-05,4260 - State Department of Health Care Services,3.39
2022-05,4265 - Department of Public Health,3.39
2022-05,4300 - Department of Developmental Services,1.1
2022-05,4440 - Department of State Hospitals,0.31
2022-05,4700 - Department of Community Services and Development,4.63
2022-05,4800 - California Health Benefit Exchange,4.61
2022-05,5160 - Department of Rehabilitation,2.55
2022-05,5175 - Department of Child Support Services,4.66
2022-05,5180 - Department of Social Services,3.57
2022-05,5225 - Department of Corrections and Rehabilitation,0.3
2022-05,5227 - Board of State and Community Corrections,4.85
2022-05,5420 - Prison Industry Authority,0.77
2022-05,6120 - California State Library,3.11
2022-05,6125 - Education Audit Appeals Panel,3.67
2022-05,6250 - California School for the Deaf - Riverside,0.09
2022-05,6360 - Commission on Teacher Credentialing,3.83
2022-05,6870 - Board of Governors of the California Community Colleges,4.93
2022-05,"6980 - Student Aid Commission, California",4.43
2022-05,7100 - Employment Development Department,4.28
2022-05,7300 - Agricultural Labor Relations Board,3.13
2022-05,7320 - Public Employment Relations Board,2.88
2022-05,7501 - Department of Human Resources,3.83
2022-05,7502 - California Department of Technology,4.48
2022-05,7503 - State Personnel Board,4.64
2022-05,7504 - Office of Data and Innovation,5
2022-05,7600 - California Department of Tax and Fee Administration,4.5
2022-05,7730 - Franchise Tax Board,2.14
2022-05,7760 - Department of General Services,1.97
2022-05,7870 - California Victim Compensation Board,3.65
2022-05,7910 - Office of Administrative Law,2.65
2022-05,7920 - State Teachers' Retirement System,2.92
2022-05,8120 - Commission on Peace Officer Standards and Training,1.99
2022-05,8140 - State Public Defender,3.58
2022-05,8560 - California Exposition and State Fair,0.05
2022-05,8570 - Department of Food and Agriculture,2.11
2022-05,8620 - Fair Political Practices Commission,4.78
2022-05,8660 - Public Utilities Commission,4.17
2022-05,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",5
2022-05,8825 - Commission on Asian and Pacific Islander American Affairs,5
2022-05,"8830 - Law Revision Commission, California",5
2022-05,8860 - Department of Finance,3.1
2022-05,8880 - Financial Information System for California,4
2022-05,"8885 - States Mandates, Commission on",4.31
2022-05,8940 - Military Department,0.81
2022-05,8955 - Department of Veterans Affairs,0.58
2022-05,A059 - California Correctional Health Care Services,0.51
2022-05,A314 - California Science Center,0.62
2022-05,A341 - California Earthquake Authority,4.72
2022-05,A424 - Cradle-to-Career,4
2022-05,A541 - Board of Forestry and Fire Protection,3.27
2022-06,0500 - Governor's Office,2.63
2022-06,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.42
2022-06,0511 - Secretary for Government Operations Agency,4.73
2022-06,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.13
2022-06,0521 - Secretary for Transportation Agency,3
2022-06,0531 - Office of Systems Integration,4.78
2022-06,0540 - Secretary of the Natural Resources Agency,4.27
2022-06,0552 - Office of the Inspector General,4.38
2022-06,0555 - Secretary for Environmental Protection,4.44
2022-06,0559 - Secretary for Labor and Workforce Development Agency,2.46
2022-06,0650 - Office of Planning and Research,4.49
2022-06,0690 - Governor's Office of Emergency Services,2.66
2022-06,0820 - Department of Justice,3.19
2022-06,0845 - Department of Insurance,3.02
2022-06,0855 - California Gambling Control Commission,4.18
2022-06,0860 - State Board of Equalization,3.2
2022-06,0890 - Secretary of State,3.17
2022-06,0911 - Citizens Redistricting Commission,4.29
2022-06,1045 - Cannabis Control Appeals Panel,3.5
2022-06,1111 - Department of Consumer Affairs,2.38
2022-06,1115 - Department of Cannabis Control,2.97
2022-06,1700 - California Civil Rights Department,4.54
2022-06,1701 - Department of Financial Protection and Innovation,4.45
2022-06,1703 - California Privacy Protection Agency,4.38
2022-06,1750 - California Horse Racing Board,1.86
2022-06,2100 - Department of Alcoholic Beverage Control,1.5
2022-06,2120 - Alcoholic Beverage Control Appeals Board,3.67
2022-06,2240 - Department of Housing and Community Development,3.89
2022-06,2320 - Department of Real Estate,3.03
2022-06,2600 - California Transportation Commission,4.24
2022-06,2660 - Department of Transportation,1.96
2022-06,2665 - High-Speed Rail Authority,4.08
2022-06,2700 - California Traffic Safety Program,4
2022-06,2720 - California Highway Patrol,0.13
2022-06,3100 - Exposition Park,0.64
2022-06,3105 - California African-American Museum,1.03
2022-06,3125 - California Tahoe Conservancy,3.2
2022-06,3340 - California Conservation Corps,0.92
2022-06,3355 - Office of Energy Infrastructure Safety,3.87
2022-06,3360 - Energy Resources Conservation and Development Commission,4.74
2022-06,3480 - Department of Conservation,4.06
2022-06,3540 - Department of Forestry and Fire Protection,0.23
2022-06,3560 - State Lands Commission,3.54
2022-06,3600 - Department of Fish and Wildlife,2.24
2022-06,3640 - Wildlife Conservation Board,3.44
2022-06,3720 - California Coastal Commission,3.8
2022-06,3760 - State Coastal Conservancy,4.59
2022-06,3780 - Native American Heritage Commission,4.63
2022-06,3790 - Department of Parks and Recreation,1.13
2022-06,3810 - Santa Monica Mountains Conservancy,5
2022-06,3820 - San Francisco Bay Conservation and Development Commission,5
2022-06,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,4
2022-06,3830 - San Joaquin River Conservancy,4.67
2022-06,3835 - Baldwin Hills Conservancy,4
2022-06,3840 - Delta Protection Commission,3.21
2022-06,3845 - San Diego River Conservancy,0
2022-06,3850 - Coachella Valley Mountains Conservancy,2
2022-06,3855 - Sierra Nevada Conservancy,3.95
2022-06,3860 - Department of Water Resources,1.66
2022-06,3862 - Central Valley Flood Protection Board,3.88
2022-06,3875 - Sacramento-San Joaquin Delta Conservancy,4.55
2022-06,3885 - Delta Stewardship Council,4.54
2022-06,3900 - State Air Resources Board,3.14
2022-06,3930 - Department of Pesticide Regulation,3.97
2022-06,3940 - State Water Resources Control Board,3.91
2022-06,3960 - Department of Toxic Substances Control,3.22
2022-06,3970 - Department of Resources Recycling and Recovery,4.46
2022-06,3980 - Office of Environmental Health Hazard Assessment,4.76
2022-06,4100 - State Council on Developmental Disabilities,3.5
2022-06,4140 - Department of Health Care Access and Information,3.11
2022-06,4150 - Department of Managed Health Care,4.27
2022-06,4170 - Department of Aging,4.59
2022-06,4250 - California Children and Families Commission,3
2022-06,4260 - State Department of Health Care Services,3.5
2022-06,4265 - Department of Public Health,3.39
2022-06,4300 - Department of Developmental Services,1.11
2022-06,4440 - Department of State Hospitals,0.31
2022-06,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2022-06,4700 - Department of Community Services and Development,4.56
2022-06,4800 - California Health Benefit Exchange,4.61
2022-06,5160 - Department of Rehabilitation,2.56
2022-06,5175 - Department of Child Support Services,4.55
2022-06,5180 - Department of Social Services,3.11
2022-06,5225 - Department of Corrections and Rehabilitation,0.04
2022-06,5227 - Board of State and Community Corrections,4.03
2022-06,5420 - Prison Industry Authority,0.59
2022-06,6120 - California State Library,3.09
2022-06,6125 - Education Audit Appeals Panel,3.67
2022-06,6250 - California School for the Deaf - Riverside,0.09
2022-06,6360 - Commission on Teacher Credentialing,3.57
2022-06,6870 - Board of Governors of the California Community Colleges,4.9
2022-06,"6980 - Student Aid Commission, California",4.43
2022-06,7100 - Employment Development Department,4.2
2022-06,7300 - Agricultural Labor Relations Board,3.12
2022-06,7320 - Public Employment Relations Board,2.9
2022-06,7501 - Department of Human Resources,3.89
2022-06,7502 - California Department of Technology,4.48
2022-06,7503 - State Personnel Board,4.57
2022-06,7504 - Office of Data and Innovation,5
2022-06,7600 - California Department of Tax and Fee Administration,4.49
2022-06,7730 - Franchise Tax Board,2.21
2022-06,7760 - Department of General Services,1.88
2022-06,7870 - California Victim Compensation Board,3.7
2022-06,7910 - Office of Administrative Law,2.93
2022-06,7920 - State Teachers' Retirement System,2.92
2022-06,8120 - Commission on Peace Officer Standards and Training,1.97
2022-06,8140 - State Public Defender,3.45
2022-06,8560 - California Exposition and State Fair,0.04
2022-06,8570 - Department of Food and Agriculture,2.21
2022-06,8620 - Fair Political Practices Commission,4.78
2022-06,8660 - Public Utilities Commission,4.84
2022-06,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",5
2022-06,8825 - Commission on Asian and Pacific Islander American Affairs,5
2022-06,"8830 - Law Revision Commission, California",5
2022-06,8860 - Department of Finance,3.08
2022-06,8880 - Financial Information System for California,3.92
2022-06,"8885 - States Mandates, Commission on",4.31
2022-06,8940 - Military Department,0.81
2022-06,8955 - Department of Veterans Affairs,0.49
2022-06,A059 - California Correctional Health Care Services,0.57
2022-06,A314 - California Science Center,0.63
2022-06,A341 - California Earthquake Authority,4.71
2022-06,A424 - Cradle-to-Career,4
2022-06,A541 - Board of Forestry and Fire Protection,3.43
2022-07,0500 - Governor's Office,2.63
2022-07,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.39
2022-07,0511 - Secretary for Government Operations Agency,3.8
2022-07,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.17
2022-07,0521 - Secretary for Transportation Agency,3
2022-07,0531 - Office of Systems Integration,4.78
2022-07,0540 - Secretary of the Natural Resources Agency,4.46
2022-07,0552 - Office of the Inspector General,4.36
2022-07,0555 - Secretary for Environmental Protection,4.44
2022-07,0559 - Secretary for Labor and Workforce Development Agency,2.46
2022-07,0650 - Office of Planning and Research,4.25
2022-07,0690 - Governor's Office of Emergency Services,2.16
2022-07,0820 - Department of Justice,3.16
2022-07,0845 - Department of Insurance,3.02
2022-07,0855 - California Gambling Control Commission,4.18
2022-07,0860 - State Board of Equalization,3.22
2022-07,0890 - Secretary of State,2.94
2022-07,0911 - Citizens Redistricting Commission,4.29
2022-07,1045 - Cannabis Control Appeals Panel,3.5
2022-07,1111 - Department of Consumer Affairs,2.38
2022-07,1115 - Department of Cannabis Control,2.94
2022-07,1700 - California Civil Rights Department,4.55
2022-07,1701 - Department of Financial Protection and Innovation,4.41
2022-07,1703 - California Privacy Protection Agency,4.38
2022-07,1750 - California Horse Racing Board,1.88
2022-07,2100 - Department of Alcoholic Beverage Control,1.54
2022-07,2120 - Alcoholic Beverage Control Appeals Board,3.67
2022-07,2240 - Department of Housing and Community Development,3.83
2022-07,2320 - Department of Real Estate,3.16
2022-07,2600 - California Transportation Commission,4.22
2022-07,2660 - Department of Transportation,1.96
2022-07,2665 - High-Speed Rail Authority,3.87
2022-07,2700 - California Traffic Safety Program,4
2022-07,2720 - California Highway Patrol,0.13
2022-07,3100 - Exposition Park,0.64
2022-07,3105 - California African-American Museum,1.03
2022-07,3125 - California Tahoe Conservancy,3.2
2022-07,3340 - California Conservation Corps,0.91
2022-07,3355 - Office of Energy Infrastructure Safety,3.81
2022-07,3360 - Energy Resources Conservation and Development Commission,4.74
2022-07,3480 - Department of Conservation,4.06
2022-07,3540 - Department of Forestry and Fire Protection,0.22
2022-07,3560 - State Lands Commission,3.3
2022-07,3600 - Department of Fish and Wildlife,2.26
2022-07,3640 - Wildlife Conservation Board,3.87
2022-07,3720 - California Coastal Commission,3.79
2022-07,3760 - State Coastal Conservancy,4.6
2022-07,3780 - Native American Heritage Commission,4.63
2022-07,3790 - Department of Parks and Recreation,1.06
2022-07,3810 - Santa Monica Mountains Conservancy,5
2022-07,3820 - San Francisco Bay Conservation and Development Commission,5
2022-07,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,4
2022-07,3830 - San Joaquin River Conservancy,4.67
2022-07,3835 - Baldwin Hills Conservancy,4
2022-07,3840 - Delta Protection Commission,2.92
2022-07,3845 - San Diego River Conservancy,0
2022-07,3850 - Coachella Valley Mountains Conservancy,2
2022-07,3855 - Sierra Nevada Conservancy,3.83
2022-07,3860 - Department of Water Resources,1.71
2022-07,3862 - Central Valley Flood Protection Board,3.84
2022-07,3875 - Sacramento-San Joaquin Delta Conservancy,4.21
2022-07,3885 - Delta Stewardship Council,4.54
2022-07,3900 - State Air Resources Board,4.48
2022-07,3930 - Department of Pesticide Regulation,3.9
2022-07,3940 - State Water Resources Control Board,3.9
2022-07,3960 - Department of Toxic Substances Control,2.95
2022-07,3970 - Department of Resources Recycling and Recovery,4.4
2022-07,3980 - Office of Environmental Health Hazard Assessment,4.76
2022-07,4100 - State Council on Developmental Disabilities,3.63
2022-07,4140 - Department of Health Care Access and Information,2.96
2022-07,4150 - Department of Managed Health Care,4.86
2022-07,4170 - Department of Aging,4.6
2022-07,4250 - California Children and Families Commission,3
2022-07,4260 - State Department of Health Care Services,3.64
2022-07,4265 - Department of Public Health,3.08
2022-07,4300 - Department of Developmental Services,1.12
2022-07,4440 - Department of State Hospitals,0.32
2022-07,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2022-07,4700 - Department of Community Services and Development,4.69
2022-07,4800 - California Health Benefit Exchange,4.63
2022-07,5160 - Department of Rehabilitation,2.54
2022-07,5175 - Department of Child Support Services,4.65
2022-07,5180 - Department of Social Services,3.11
2022-07,5225 - Department of Corrections and Rehabilitation,0.04
2022-07,5227 - Board of State and Community Corrections,3.64
2022-07,5420 - Prison Industry Authority,0.58
2022-07,6120 - California State Library,3.14
2022-07,6125 - Education Audit Appeals Panel,3.67
2022-07,6250 - California School for the Deaf - Riverside,0.09
2022-07,6360 - Commission on Teacher Credentialing,3.44
2022-07,6870 - Board of Governors of the California Community Colleges,4.9
2022-07,"6980 - Student Aid Commission, California",4.43
2022-07,7100 - Employment Development Department,4.07
2022-07,7300 - Agricultural Labor Relations Board,3.04
2022-07,7320 - Public Employment Relations Board,2.9
2022-07,7501 - Department of Human Resources,3.86
2022-07,7502 - California Department of Technology,4.45
2022-07,7503 - State Personnel Board,4.46
2022-07,7504 - Office of Data and Innovation,5
2022-07,7600 - California Department of Tax and Fee Administration,4.48
2022-07,7730 - Franchise Tax Board,2.23
2022-07,7760 - Department of General Services,1.92
2022-07,7870 - California Victim Compensation Board,3.67
2022-07,7910 - Office of Administrative Law,2.93
2022-07,7920 - State Teachers' Retirement System,2.75
2022-07,8120 - Commission on Peace Officer Standards and Training,1.97
2022-07,8140 - State Public Defender,3.46
2022-07,8560 - California Exposition and State Fair,0
2022-07,8570 - Department of Food and Agriculture,2.3
2022-07,8620 - Fair Political Practices Commission,4.42
2022-07,8660 - Public Utilities Commission,4.83
2022-07,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",4.5
2022-07,8825 - Commission on Asian and Pacific Islander American Affairs,5
2022-07,"8830 - Law Revision Commission, California",5
2022-07,8860 - Department of Finance,2.99
2022-07,8880 - Financial Information System for California,4.83
2022-07,"8885 - States Mandates, Commission on",4.12
2022-07,8940 - Military Department,0.85
2022-07,8955 - Department of Veterans Affairs,0.49
2022-07,A059 - California Correctional Health Care Services,0.58
2022-07,A314 - California Science Center,0.63
2022-07,A341 - California Earthquake Authority,4.71
2022-07,A424 - Cradle-to-Career,3.86
2022-07,A541 - Board of Forestry and Fire Protection,1.73
2022-08,0500 - Governor's Office,2.57
2022-08,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.4
2022-08,0511 - Secretary for Government Operations Agency,3.8
2022-08,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.19
2022-08,0521 - Secretary for Transportation Agency,2.88
2022-08,0531 - Office of Systems Integration,4.78
2022-08,0540 - Secretary of the Natural Resources Agency,4.47
2022-08,0552 - Office of the Inspector General,4.23
2022-08,0555 - Secretary for Environmental Protection,4.44
2022-08,0559 - Secretary for Labor and Workforce Development Agency,2.38
2022-08,0650 - Office of Planning and Research,4.28
2022-08,0690 - Governor's Office of Emergency Services,1.67
2022-08,0820 - Department of Justice,3.24
2022-08,0840 - State Controller,3.47
2022-08,0845 - Department of Insurance,2.37
2022-08,0855 - California Gambling Control Commission,4.13
2022-08,0860 - State Board of Equalization,3.22
2022-08,0890 - Secretary of State,3.18
2022-08,0911 - Citizens Redistricting Commission,5
2022-08,1045 - Cannabis Control Appeals Panel,3.5
2022-08,1111 - Department of Consumer Affairs,2.39
2022-08,1115 - Department of Cannabis Control,2.9
2022-08,1700 - California Civil Rights Department,4.55
2022-08,1701 - Department of Financial Protection and Innovation,4.43
2022-08,1703 - California Privacy Protection Agency,4.58
2022-08,1750 - California Horse Racing Board,1.86
2022-08,2100 - Department of Alcoholic Beverage Control,1.55
2022-08,2120 - Alcoholic Beverage Control Appeals Board,3.67
2022-08,2240 - Department of Housing and Community Development,3.85
2022-08,2320 - Department of Real Estate,3.22
2022-08,2600 - California Transportation Commission,4.22
2022-08,2660 - Department of Transportation,1.99
2022-08,2665 - High-Speed Rail Authority,3.84
2022-08,2700 - California Traffic Safety Program,4
2022-08,2720 - California Highway Patrol,0.12
2022-08,3100 - Exposition Park,0.54
2022-08,3105 - California African-American Museum,0.51
2022-08,3125 - California Tahoe Conservancy,3.2
2022-08,3340 - California Conservation Corps,0.92
2022-08,3355 - Office of Energy Infrastructure Safety,3.88
2022-08,3360 - Energy Resources Conservation and Development Commission,4.73
2022-08,3480 - Department of Conservation,4.03
2022-08,3540 - Department of Forestry and Fire Protection,0.21
2022-08,3560 - State Lands Commission,3.26
2022-08,3600 - Department of Fish and Wildlife,2.17
2022-08,3640 - Wildlife Conservation Board,3.87
2022-08,3720 - California Coastal Commission,3.79
2022-08,3760 - State Coastal Conservancy,4.6
2022-08,3780 - Native American Heritage Commission,4.63
2022-08,3790 - Department of Parks and Recreation,1.06
2022-08,3810 - Santa Monica Mountains Conservancy,5
2022-08,3820 - San Francisco Bay Conservation and Development Commission,5
2022-08,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,4
2022-08,3830 - San Joaquin River Conservancy,4.67
2022-08,3835 - Baldwin Hills Conservancy,4
2022-08,3840 - Delta Protection Commission,2.64
2022-08,3845 - San Diego River Conservancy,0
2022-08,3850 - Coachella Valley Mountains Conservancy,1.75
2022-08,3855 - Sierra Nevada Conservancy,3.83
2022-08,3860 - Department of Water Resources,1.74
2022-08,3862 - Central Valley Flood Protection Board,3.45
2022-08,3875 - Sacramento-San Joaquin Delta Conservancy,4.69
2022-08,3885 - Delta Stewardship Council,4.55
2022-08,3900 - State Air Resources Board,3.27
2022-08,3930 - Department of Pesticide Regulation,3.98
2022-08,3940 - State Water Resources Control Board,3.89
2022-08,3960 - Department of Toxic Substances Control,3.88
2022-08,3970 - Department of Resources Recycling and Recovery,4.45
2022-08,3980 - Office of Environmental Health Hazard Assessment,4.76
2022-08,4100 - State Council on Developmental Disabilities,3.63
2022-08,4140 - Department of Health Care Access and Information,2.98
2022-08,4150 - Department of Managed Health Care,4.86
2022-08,4170 - Department of Aging,4.61
2022-08,4250 - California Children and Families Commission,3
2022-08,4260 - State Department of Health Care Services,3.1
2022-08,4265 - Department of Public Health,3.08
2022-08,4300 - Department of Developmental Services,1.13
2022-08,4440 - Department of State Hospitals,0.33
2022-08,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2022-08,4700 - Department of Community Services and Development,4.7
2022-08,4800 - California Health Benefit Exchange,4.64
2022-08,5160 - Department of Rehabilitation,2.56
2022-08,5175 - Department of Child Support Services,4.55
2022-08,5180 - Department of Social Services,3.11
2022-08,5225 - Department of Corrections and Rehabilitation,0.39
2022-08,5227 - Board of State and Community Corrections,3.64
2022-08,5420 - Prison Industry Authority,0.59
2022-08,6120 - California State Library,3.14
2022-08,6125 - Education Audit Appeals Panel,3.67
2022-08,6250 - California School for the Deaf - Riverside,0.09
2022-08,6360 - Commission on Teacher Credentialing,3.44
2022-08,6870 - Board of Governors of the California Community Colleges,4.89
2022-08,"6980 - Student Aid Commission, California",4.43
2022-08,7100 - Employment Development Department,3.99
2022-08,7120 - California Workforce Development Board,4.98
2022-08,7300 - Agricultural Labor Relations Board,3.02
2022-08,7320 - Public Employment Relations Board,2.92
2022-08,7501 - Department of Human Resources,3.86
2022-08,7502 - California Department of Technology,4.45
2022-08,7503 - State Personnel Board,4.42
2022-08,7504 - Office of Data and Innovation,5
2022-08,7600 - California Department of Tax and Fee Administration,4.47
2022-08,7730 - Franchise Tax Board,2.28
2022-08,7760 - Department of General Services,1.72
2022-08,7870 - California Victim Compensation Board,3.7
2022-08,7910 - Office of Administrative Law,2.93
2022-08,7920 - State Teachers' Retirement System,2.77
2022-08,8120 - Commission on Peace Officer Standards and Training,1.97
2022-08,8140 - State Public Defender,3.48
2022-08,8560 - California Exposition and State Fair,0
2022-08,8570 - Department of Food and Agriculture,2.36
2022-08,8620 - Fair Political Practices Commission,4.41
2022-08,8660 - Public Utilities Commission,4.46
2022-08,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.75
2022-08,8825 - Commission on Asian and Pacific Islander American Affairs,5
2022-08,"8830 - Law Revision Commission, California",5
2022-08,8860 - Department of Finance,2.97
2022-08,8880 - Financial Information System for California,4.82
2022-08,"8885 - States Mandates, Commission on",4.19
2022-08,8940 - Military Department,0.85
2022-08,8955 - Department of Veterans Affairs,0.5
2022-08,A059 - California Correctional Health Care Services,0.6
2022-08,A314 - California Science Center,0.63
2022-08,A341 - California Earthquake Authority,4.69
2022-08,A424 - Cradle-to-Career,4.2
2022-08,A541 - Board of Forestry and Fire Protection,1.81
2022-09,0500 - Governor's Office,2.53
2022-09,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.41
2022-09,0511 - Secretary for Government Operations Agency,3.88
2022-09,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.19
2022-09,0521 - Secretary for Transportation Agency,2.88
2022-09,0531 - Office of Systems Integration,4.79
2022-09,0540 - Secretary of the Natural Resources Agency,4.47
2022-09,0552 - Office of the Inspector General,4.23
2022-09,0555 - Secretary for Environmental Protection,4.44
2022-09,0559 - Secretary for Labor and Workforce Development Agency,2.38
2022-09,0650 - Office of Planning and Research,4.28
2022-09,0690 - Governor's Office of Emergency Services,1.69
2022-09,0820 - Department of Justice,3.22
2022-09,0840 - State Controller,3.48
2022-09,0845 - Department of Insurance,2.37
2022-09,0855 - California Gambling Control Commission,4.38
2022-09,0860 - State Board of Equalization,3.22
2022-09,0890 - Secretary of State,3.13
2022-09,0911 - Citizens Redistricting Commission,5
2022-09,1045 - Cannabis Control Appeals Panel,3.88
2022-09,1111 - Department of Consumer Affairs,2.48
2022-09,1115 - Department of Cannabis Control,2.92
2022-09,1700 - California Civil Rights Department,4.57
2022-09,1701 - Department of Financial Protection and Innovation,4.35
2022-09,1703 - California Privacy Protection Agency,4.72
2022-09,1750 - California Horse Racing Board,1.8
2022-09,2100 - Department of Alcoholic Beverage Control,1.69
2022-09,2120 - Alcoholic Beverage Control Appeals Board,3.67
2022-09,2240 - Department of Housing and Community Development,3.87
2022-09,2320 - Department of Real Estate,3.24
2022-09,2600 - California Transportation Commission,4.22
2022-09,2660 - Department of Transportation,2.08
2022-09,2665 - High-Speed Rail Authority,3.79
2022-09,2700 - California Traffic Safety Program,3.93
2022-09,2720 - California Highway Patrol,0.12
2022-09,3105 - California African-American Museum,0.51
2022-09,3125 - California Tahoe Conservancy,3.2
2022-09,3340 - California Conservation Corps,0.9
2022-09,3355 - Office of Energy Infrastructure Safety,4.04
2022-09,3360 - Energy Resources Conservation and Development Commission,4.73
2022-09,3480 - Department of Conservation,4.03
2022-09,3540 - Department of Forestry and Fire Protection,0.21
2022-09,3560 - State Lands Commission,3.24
2022-09,3600 - Department of Fish and Wildlife,2.08
2022-09,3640 - Wildlife Conservation Board,3.84
2022-09,3720 - California Coastal Commission,3.78
2022-09,3760 - State Coastal Conservancy,4.6
2022-09,3780 - Native American Heritage Commission,4.63
2022-09,3790 - Department of Parks and Recreation,1.1
2022-09,3810 - Santa Monica Mountains Conservancy,5
2022-09,3820 - San Francisco Bay Conservation and Development Commission,3.96
2022-09,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3.9
2022-09,3830 - San Joaquin River Conservancy,4.67
2022-09,3835 - Baldwin Hills Conservancy,4
2022-09,3840 - Delta Protection Commission,2.92
2022-09,3845 - San Diego River Conservancy,0
2022-09,3850 - Coachella Valley Mountains Conservancy,1.75
2022-09,3855 - Sierra Nevada Conservancy,3.74
2022-09,3860 - Department of Water Resources,1.87
2022-09,3862 - Central Valley Flood Protection Board,3.45
2022-09,3875 - Sacramento-San Joaquin Delta Conservancy,4.64
2022-09,3885 - Delta Stewardship Council,4.55
2022-09,3900 - State Air Resources Board,3.31
2022-09,3930 - Department of Pesticide Regulation,4.01
2022-09,3940 - State Water Resources Control Board,3.84
2022-09,3960 - Department of Toxic Substances Control,3.94
2022-09,3970 - Department of Resources Recycling and Recovery,4.44
2022-09,3980 - Office of Environmental Health Hazard Assessment,4.76
2022-09,4100 - State Council on Developmental Disabilities,3.63
2022-09,4140 - Department of Health Care Access and Information,3.02
2022-09,4150 - Department of Managed Health Care,4.86
2022-09,4170 - Department of Aging,4.63
2022-09,4250 - California Children and Families Commission,3
2022-09,4260 - State Department of Health Care Services,3.62
2022-09,4265 - Department of Public Health,3.08
2022-09,4300 - Department of Developmental Services,1.15
2022-09,4440 - Department of State Hospitals,0.36
2022-09,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2022-09,4700 - Department of Community Services and Development,4.74
2022-09,4800 - California Health Benefit Exchange,4.66
2022-09,5160 - Department of Rehabilitation,2.6
2022-09,5175 - Department of Child Support Services,4.55
2022-09,5180 - Department of Social Services,3.1
2022-09,5225 - Department of Corrections and Rehabilitation,0.46
2022-09,5227 - Board of State and Community Corrections,3.6
2022-09,5420 - Prison Industry Authority,0.61
2022-09,6120 - California State Library,3.15
2022-09,6125 - Education Audit Appeals Panel,3.67
2022-09,6250 - California School for the Deaf - Riverside,0.09
2022-09,6360 - Commission on Teacher Credentialing,3.25
2022-09,6870 - Board of Governors of the California Community Colleges,4.9
2022-09,"6980 - Student Aid Commission, California",4.43
2022-09,7100 - Employment Development Department,4.33
2022-09,7120 - California Workforce Development Board,4.99
2022-09,7300 - Agricultural Labor Relations Board,3.02
2022-09,7320 - Public Employment Relations Board,2.92
2022-09,7350 - Department of Industrial Relations,1.54
2022-09,7501 - Department of Human Resources,3.61
2022-09,7502 - California Department of Technology,4.44
2022-09,7503 - State Personnel Board,4.5
2022-09,7504 - Office of Data and Innovation,5
2022-09,7600 - California Department of Tax and Fee Administration,4.47
2022-09,7730 - Franchise Tax Board,2.28
