Report Month,Department,0 Days,1 Day,2 Days,3 Days,4 Days,5 Days,Total
2022-03,8825 - Commission on Asian and Pacific Islander American Affairs,3,0,0,0,0,0,3
2022-03,"8830 - Law Revision Commission, California",9,0,0,0,0,0,9
2022-03,8860 - Department of Finance,187,99,84,8,0,0,378
2022-03,8880 - Financial Information System for California,270,14,5,2,1,0,292
2022-03,"8885 - States Mandates, Commission on",6,4,0,1,0,0,11
2022-03,8940 - Military Department,6,10,36,20,0,2,74
2022-03,8955 - Department of Veterans Affairs,189,50,108,45,26,14,432
2022-03,A059 - California Correctional Health Care Services,624,260,339,204,208,0,1635
2022-03,A314 - California Science Center,2,0,0,25,2,3,32
2022-03,A341 - California Earthquake Authority,69,4,4,2,0,1,80
2022-03,A424 - Cradle-to-Career,3,0,3,0,0,0,6
2022-03,A541 - Board of Forestry and Fire Protection,0,0,0,0,0,0,0
2022-04,0500 - Governor's Office,18,23,25,25,15,11,117
2022-04,0509 - Governor's Office of Business and Economic Development (GO-Biz),90,21,4,3,5,5,128
2022-04,0511 - Secretary for Government Operations Agency,24,1,2,2,0,0,29
2022-04,"0515 - Secretary for Business, Consumer Services, and Housing Agency",39,11,2,4,0,2,58
2022-04,0521 - Secretary for Transportation Agency,0,19,0,2,0,1,22
2022-04,0531 - Office of Systems Integration,308,26,3,3,2,0,342
2022-04,0540 - Secretary of the Natural Resources Agency,67,0,11,0,4,2,84
2022-04,0552 - Office of the Inspector General,97,12,6,2,2,10,129
2022-04,0555 - Secretary for Environmental Protection,60,2,4,0,0,5,71
2022-04,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2022-04,0650 - Office of Planning and Research,98,24,22,2,0,0,146
2022-04,0690 - Governor's Office of Emergency Services,37,236,179,211,170,289,1122
2022-04,0820 - Department of Justice,1620,538,511,528,321,359,3877
2022-04,0845 - Department of Insurance,519,200,55,28,167,3,972
2022-04,0855 - California Gambling Control Commission,27,9,3,0,0,0,39
2022-04,0860 - State Board of Equalization,150,0,2,8,0,1,161
2022-04,0890 - Secretary of State,101,0,392,40,22,8,563
2022-04,1045 - Cannabis Control Appeals Panel,5,1,0,1,1,0,8
2022-04,1111 - Department of Consumer Affairs,589,469,440,391,296,279,2464
2022-04,1115 - Department of Cannabis Control,193,23,59,23,53,10,361
2022-04,1700 - California Civil Rights Department,191,36,21,3,2,5,258
2022-04,1701 - Department of Financial Protection and Innovation,584,24,39,34,4,2,687
2022-04,1703 - California Privacy Protection Agency,6,0,0,0,0,1,7
2022-04,1750 - California Horse Racing Board,11,2,8,1,4,1,27
2022-04,2100 - Department of Alcoholic Beverage Control,42,19,54,78,73,202,468
2022-04,2120 - Alcoholic Beverage Control Appeals Board,2,1,2,1,0,0,6
2022-04,2240 - Department of Housing and Community Development,608,80,94,91,13,97,983
2022-04,2320 - Department of Real Estate,22,114,126,18,12,16,308
2022-04,2600 - California Transportation Commission,23,2,7,2,1,1,36
2022-04,2660 - Department of Transportation,2683,2717,5570,1238,344,115,12667
2022-04,2665 - High-Speed Rail Authority,173,49,34,21,15,4,296
2022-04,2700 - California Traffic Safety Program,2,26,2,1,0,0,31
2022-04,2720 - California Highway Patrol,0,146,0,328,0,1011,1485
2022-04,3100 - Exposition Park,4,0,0,50,4,6,64
2022-04,3105 - California African-American Museum,0,0,0,18,0,0,18
2022-04,3125 - California Tahoe Conservancy,41,0,0,1,2,1,45
2022-04,3340 - California Conservation Corps,44,35,20,36,16,1,152
2022-04,3355 - Office of Energy Infrastructure Safety,49,0,0,0,0,1,50
2022-04,3360 - Energy Resources Conservation and Development Commission,571,45,22,11,5,1,655
2022-04,3480 - Department of Conservation,331,88,87,60,22,33,621
2022-04,3540 - Department of Forestry and Fire Protection,132,100,98,92,38,6,466
2022-04,3560 - State Lands Commission,116,14,27,5,5,2,169
2022-04,3600 - Department of Fish and Wildlife,1032,185,180,103,56,370,1926
2022-04,3640 - Wildlife Conservation Board,23,1,2,1,0,5,32
2022-04,3720 - California Coastal Commission,0,178,0,0,0,0,178
2022-04,3760 - State Coastal Conservancy,42,10,4,2,0,0,58
2022-04,3780 - Native American Heritage Commission,7,0,0,1,0,0,8
2022-04,3790 - Department of Parks and Recreation,326,121,111,165,136,209,1068
2022-04,3810 - Santa Monica Mountains Conservancy,7,0,0,0,0,0,7
2022-04,3820 - San Francisco Bay Conservation and Development Commission,47,0,0,0,0,0,47
2022-04,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1,7,1,0,0,0,9
2022-04,3830 - San Joaquin River Conservancy,2,1,0,0,0,0,3
2022-04,3835 - Baldwin Hills Conservancy,2,0,1,0,0,0,3
2022-04,3840 - Delta Protection Commission,5,0,0,1,1,0,7
2022-04,3845 - San Diego River Conservancy,0,0,0,0,0,3,3
2022-04,3850 - Coachella Valley Mountains Conservancy,0,0,2,1,1,0,4
2022-04,3855 - Sierra Nevada Conservancy,20,8,6,6,1,0,41
2022-04,3860 - Department of Water Resources,549,626,436,386,239,45,2281
2022-04,3862 - Central Valley Flood Protection Board,40,1,4,1,2,0,48
2022-04,3875 - Sacramento-San Joaquin Delta Conservancy,10,1,0,0,0,0,11
2022-04,3885 - Delta Stewardship Council,29,14,10,1,1,0,55
2022-04,3900 - State Air Resources Board,668,447,228,124,104,0,1571
2022-04,3930 - Department of Pesticide Regulation,209,107,60,26,12,12,426
2022-04,3940 - State Water Resources Control Board,1700,118,80,75,16,545,2534
2022-04,3960 - Department of Toxic Substances Control,514,127,50,105,58,163,1017
2022-04,3970 - Department of Resources Recycling and Recovery,484,101,101,41,12,10,749
2022-04,3980 - Office of Environmental Health Hazard Assessment,111,18,5,1,0,0,135
2022-04,4100 - State Council on Developmental Disabilities,30,6,13,6,6,5,66
2022-04,4140 - Department of Health Care Access and Information,185,51,16,114,15,75,456
2022-04,4150 - Department of Managed Health Care,474,6,3,0,0,1,484
2022-04,4170 - Department of Aging,167,9,7,3,2,5,193
2022-04,4250 - California Children and Families Commission,2,0,33,2,0,0,37
2022-04,4260 - State Department of Health Care Services,1480,774,235,228,53,1069,3839
2022-04,4265 - Department of Public Health,2456,137,112,83,24,1126,3938
2022-04,4300 - Department of Developmental Services,379,91,33,22,13,20,558
2022-04,4440 - Department of State Hospitals,307,280,128,175,191,120,1201
2022-04,4700 - Department of Community Services and Development,101,2,5,0,1,1,110
2022-04,4800 - California Health Benefit Exchange,1141,61,47,34,9,54,1346
2022-04,5160 - Department of Rehabilitation,249,222,516,423,105,154,1669
2022-04,5175 - Department of Child Support Services,489,59,17,10,16,0,591
2022-04,5180 - Department of Social Services,2285,487,614,1377,388,0,5151
2022-04,5225 - Department of Corrections and Rehabilitation,162,31,64,81,32,0,370
2022-04,5227 - Board of State and Community Corrections,107,1,2,1,2,0,113
2022-04,5420 - Prison Industry Authority,36,34,95,46,7,1,219
2022-04,6120 - California State Library,52,20,16,28,24,4,144
2022-04,6125 - Education Audit Appeals Panel,0,2,1,0,0,0,3
2022-04,6250 - California School for the Deaf - Riverside,0,2,1,10,0,6,19
2022-04,6360 - Commission on Teacher Credentialing,78,39,16,8,1,5,147
2022-04,6870 - Board of Governors of the California Community Colleges,160,0,4,1,0,0,165
2022-04,"6980 - Student Aid Commission, California",138,0,0,0,0,0,138
2022-04,7100 - Employment Development Department,6960,0,749,405,0,0,8114
2022-04,7300 - Agricultural Labor Relations Board,10,6,36,4,1,5,62
2022-04,7320 - Public Employment Relations Board,8,25,18,6,3,3,63
2022-04,7501 - Department of Human Resources,139,57,56,16,6,13,287
2022-04,7502 - California Department of Technology,753,45,29,7,7,78,919
2022-04,7503 - State Personnel Board,56,11,5,0,2,0,74
2022-04,7504 - Office of Data and Innovation,22,0,0,0,0,0,22
2022-04,7600 - California Department of Tax and Fee Administration,2542,557,346,109,12,8,3574
2022-04,7730 - Franchise Tax Board,2934,588,211,87,54,1262,5136
2022-04,7760 - Department of General Services,1112,190,97,82,75,398,1954
2022-04,7870 - California Victim Compensation Board,1,194,16,10,0,6,227
2022-04,7910 - Office of Administrative Law,0,9,4,5,3,0,21
2022-04,7920 - State Teachers' Retirement System,39,73,910,211,12,0,1245
2022-04,8120 - Commission on Peace Officer Standards and Training,0,0,1,122,2,1,126
2022-04,8140 - State Public Defender,42,4,9,14,2,10,81
2022-04,8560 - California Exposition and State Fair,0,1,0,1,0,0,2
2022-04,8570 - Department of Food and Agriculture,157,125,88,57,39,116,582
2022-04,8620 - Fair Political Practices Commission,79,2,0,0,0,1,82
2022-04,8660 - Public Utilities Commission,536,528,146,61,16,0,1287
2022-04,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,0,0,0,0,0,7
2022-04,8825 - Commission on Asian and Pacific Islander American Affairs,3,0,0,0,0,0,3
2022-04,"8830 - Law Revision Commission, California",9,0,0,0,0,0,9
2022-04,8860 - Department of Finance,24,0,340,7,0,0,371
2022-04,8880 - Financial Information System for California,270,15,3,4,0,1,293
2022-04,"8885 - States Mandates, Commission on",8,2,0,1,0,0,11
2022-04,8940 - Military Department,6,12,39,22,2,2,83
2022-04,8955 - Department of Veterans Affairs,189,50,108,45,26,14,432
2022-04,A059 - California Correctional Health Care Services,410,186,251,173,223,0,1243
2022-04,A314 - California Science Center,2,0,0,24,2,3,31
2022-04,A341 - California Earthquake Authority,69,4,3,2,0,1,79
2022-04,A424 - Cradle-to-Career,3,0,3,0,0,0,6
2022-04,A541 - Board of Forestry and Fire Protection,5,3,2,0,0,0,10
2022-05,0500 - Governor's Office,20,18,22,28,14,18,120
2022-05,0509 - Governor's Office of Business and Economic Development (GO-Biz),89,21,3,3,4,7,127
2022-05,0511 - Secretary for Government Operations Agency,21,1,1,2,0,0,25
2022-05,"0515 - Secretary for Business, Consumer Services, and Housing Agency",39,11,2,4,0,2,58
2022-05,0521 - Secretary for Transportation Agency,0,19,0,2,0,1,22
2022-05,0531 - Office of Systems Integration,312,26,3,3,2,0,346
2022-05,0540 - Secretary of the Natural Resources Agency,68,0,11,1,4,2,86
2022-05,0552 - Office of the Inspector General,102,12,1,2,4,10,131
2022-05,0555 - Secretary for Environmental Protection,72,0,0,0,0,0,72
2022-05,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2022-05,0650 - Office of Planning and Research,98,25,25,2,0,0,150
2022-05,0690 - Governor's Office of Emergency Services,0,109,258,195,237,339,1138
2022-05,0820 - Department of Justice,1620,538,511,528,321,359,3877
2022-05,0845 - Department of Insurance,504,200,58,32,176,5,975
2022-05,0855 - California Gambling Control Commission,26,10,3,0,0,0,39
2022-05,0860 - State Board of Equalization,35,1,106,15,1,0,158
2022-05,0890 - Secretary of State,101,0,392,40,22,8,563
2022-05,1045 - Cannabis Control Appeals Panel,4,1,0,2,0,1,8
2022-05,1111 - Department of Consumer Affairs,545,451,415,404,296,254,2365
2022-05,1115 - Department of Cannabis Control,197,24,63,24,57,10,375
2022-05,1700 - California Civil Rights Department,191,36,21,3,2,5,258
2022-05,1701 - Department of Financial Protection and Innovation,543,67,36,34,4,2,686
2022-05,1703 - California Privacy Protection Agency,6,0,0,0,0,1,7
2022-05,1750 - California Horse Racing Board,11,2,8,1,4,1,27
2022-05,2100 - Department of Alcoholic Beverage Control,45,21,56,81,78,188,469
2022-05,2120 - Alcoholic Beverage Control Appeals Board,2,1,2,1,0,0,6
2022-05,2240 - Department of Housing and Community Development,615,76,96,92,13,96,988
2022-05,2320 - Department of Real Estate,23,123,126,22,14,21,329
2022-05,2600 - California Transportation Commission,23,2,8,2,1,1,37
2022-05,2660 - Department of Transportation,2086,2720,5580,1244,351,118,12099
2022-05,2665 - High-Speed Rail Authority,135,65,38,12,16,1,267
2022-05,2700 - California Traffic Safety Program,2,25,2,1,0,0,30
2022-05,2720 - California Highway Patrol,0,144,0,336,0,1004,1484
2022-05,3100 - Exposition Park,2,0,0,43,2,3,50
2022-05,3105 - California African-American Museum,0,0,0,18,0,0,18
2022-05,3125 - California Tahoe Conservancy,41,0,0,1,2,1,45
2022-05,3340 - California Conservation Corps,43,34,20,37,16,1,151
2022-05,3355 - Office of Energy Infrastructure Safety,50,0,0,0,0,1,51
2022-05,3360 - Energy Resources Conservation and Development Commission,574,47,23,10,6,1,661
2022-05,3480 - Department of Conservation,330,87,87,59,21,32,616
2022-05,3540 - Department of Forestry and Fire Protection,157,105,121,109,48,5,545
2022-05,3560 - State Lands Commission,115,14,29,5,5,2,170
2022-05,3600 - Department of Fish and Wildlife,1003,182,189,136,55,360,1925
2022-05,3640 - Wildlife Conservation Board,22,1,2,0,0,7,32
2022-05,3720 - California Coastal Commission,0,178,0,0,0,0,178
2022-05,3760 - State Coastal Conservancy,41,10,4,2,0,0,57
2022-05,3780 - Native American Heritage Commission,7,0,0,1,0,0,8
2022-05,3790 - Department of Parks and Recreation,264,205,96,190,120,201,1076
2022-05,3810 - Santa Monica Mountains Conservancy,7,0,0,0,0,0,7
2022-05,3820 - San Francisco Bay Conservation and Development Commission,47,0,0,0,0,0,47
2022-05,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1,8,1,0,0,0,10
2022-05,3830 - San Joaquin River Conservancy,2,1,0,0,0,0,3
2022-05,3835 - Baldwin Hills Conservancy,2,0,1,0,0,0,3
2022-05,3840 - Delta Protection Commission,5,0,0,1,1,0,7
2022-05,3845 - San Diego River Conservancy,0,0,0,0,0,3,3
2022-05,3850 - Coachella Valley Mountains Conservancy,0,0,2,1,1,0,4
2022-05,3855 - Sierra Nevada Conservancy,20,10,5,7,0,0,42
2022-05,3860 - Department of Water Resources,580,632,434,383,261,33,2323
2022-05,3862 - Central Valley Flood Protection Board,37,6,4,1,2,0,50
2022-05,3875 - Sacramento-San Joaquin Delta Conservancy,10,1,0,0,0,0,11
2022-05,3885 - Delta Stewardship Council,44,10,6,1,1,0,62
2022-05,3900 - State Air Resources Board,1130,221,114,38,36,14,1553
2022-05,3930 - Department of Pesticide Regulation,208,104,69,22,9,10,422
2022-05,3940 - State Water Resources Control Board,895,568,255,270,41,14,2043
2022-05,3960 - Department of Toxic Substances Control,406,181,91,108,37,192,1015
2022-05,3970 - Department of Resources Recycling and Recovery,483,105,100,31,16,10,745
2022-05,3980 - Office of Environmental Health Hazard Assessment,111,18,5,1,0,0,135
2022-05,4100 - State Council on Developmental Disabilities,30,6,13,6,6,5,66
2022-05,4140 - Department of Health Care Access and Information,190,49,17,113,17,76,462
2022-05,4150 - Department of Managed Health Care,474,5,3,0,0,2,484
2022-05,4170 - Department of Aging,170,9,9,4,2,6,200
2022-05,4250 - California Children and Families Commission,2,0,33,2,0,0,37
2022-05,4260 - State Department of Health Care Services,1652,915,272,228,70,698,3835
2022-05,4265 - Department of Public Health,2456,137,112,83,24,1126,3938
2022-05,4300 - Department of Developmental Services,376,88,39,28,9,23,563
2022-05,4440 - Department of State Hospitals,332,280,99,162,201,112,1186
2022-05,4700 - Department of Community Services and Development,100,3,5,2,1,2,113
2022-05,4800 - California Health Benefit Exchange,1159,62,55,33,13,40,1362
2022-05,5160 - Department of Rehabilitation,247,241,502,412,133,137,1672
2022-05,5175 - Department of Child Support Services,449,82,7,13,14,0,565
2022-05,5180 - Department of Social Services,2285,487,614,1377,388,0,5151
2022-05,5225 - Department of Corrections and Rehabilitation,1577,303,562,555,263,0,3260
2022-05,5227 - Board of State and Community Corrections,108,2,0,1,3,0,114
2022-05,5420 - Prison Industry Authority,42,46,99,48,6,3,244
2022-05,6120 - California State Library,53,20,16,28,24,4,145
2022-05,6125 - Education Audit Appeals Panel,0,2,1,0,0,0,3
2022-05,6250 - California School for the Deaf - Riverside,0,2,1,10,0,6,19
2022-05,6360 - Commission on Teacher Credentialing,77,39,14,8,2,6,146
2022-05,6870 - Board of Governors of the California Community Colleges,161,1,4,1,0,0,167
2022-05,"6980 - Student Aid Commission, California",90,21,10,1,1,5,128
2022-05,7100 - Employment Development Department,6752,0,749,412,0,0,7913
2022-05,7300 - Agricultural Labor Relations Board,10,6,36,4,1,4,61
2022-05,7320 - Public Employment Relations Board,8,26,18,6,3,3,64
2022-05,7501 - Department of Human Resources,139,57,56,16,6,13,287
2022-05,7502 - California Department of Technology,769,47,30,7,7,62,922
2022-05,7503 - State Personnel Board,58,12,3,0,1,0,74
2022-05,7504 - Office of Data and Innovation,22,0,0,0,0,0,22
2022-05,7600 - California Department of Tax and Fee Administration,2534,556,349,109,13,8,3569
2022-05,7730 - Franchise Tax Board,151,138,3072,1055,95,550,5061
2022-05,7760 - Department of General Services,1129,164,104,80,70,401,1948
2022-05,7870 - California Victim Compensation Board,1,199,16,10,0,5,231
2022-05,7910 - Office of Administrative Law,0,9,4,5,3,0,21
2022-05,7920 - State Teachers' Retirement System,39,72,909,212,12,0,1244
2022-05,8120 - Commission on Peace Officer Standards and Training,0,1,0,126,1,1,129
2022-05,8140 - State Public Defender,41,4,10,13,2,8,78
2022-05,8560 - California Exposition and State Fair,0,1,0,1,0,0,2
2022-05,8570 - Department of Food and Agriculture,176,109,83,73,44,116,601
2022-05,8620 - Fair Political Practices Commission,79,2,0,0,0,1,82
2022-05,8660 - Public Utilities Commission,536,528,146,61,16,0,1287
2022-05,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,0,0,0,0,0,7
2022-05,8825 - Commission on Asian and Pacific Islander American Affairs,3,0,0,0,0,0,3
2022-05,"8830 - Law Revision Commission, California",9,0,0,0,0,0,9
2022-05,8860 - Department of Finance,24,0,354,6,0,0,384
2022-05,8880 - Financial Information System for California,1,292,0,0,0,0,293
2022-05,"8885 - States Mandates, Commission on",9,2,0,1,0,0,12
2022-05,8940 - Military Department,6,12,39,22,2,2,83
2022-05,8955 - Department of Veterans Affairs,189,50,108,45,26,14,432
2022-05,A059 - California Correctional Health Care Services,828,266,504,323,260,2,2183
2022-05,A314 - California Science Center,2,0,0,25,2,2,31
2022-05,A341 - California Earthquake Authority,68,4,2,3,0,1,78
2022-05,A424 - Cradle-to-Career,3,0,3,0,0,0,6
2022-05,A541 - Board of Forestry and Fire Protection,5,4,2,1,0,0,12
2022-06,0500 - Governor's Office,20,18,27,27,13,16,121
2022-06,0509 - Governor's Office of Business and Economic Development (GO-Biz),90,9,8,4,7,1,119
2022-06,0511 - Secretary for Government Operations Agency,22,1,3,0,0,0,26
2022-06,"0515 - Secretary for Business, Consumer Services, and Housing Agency",32,10,5,6,0,2,55
2022-06,0521 - Secretary for Transportation Agency,1,0,15,2,0,0,18
2022-06,0531 - Office of Systems Integration,320,15,7,1,2,6,351
2022-06,0540 - Secretary of the Natural Resources Agency,64,0,11,1,5,1,82
2022-06,0552 - Office of the Inspector General,96,17,3,1,2,7,126
2022-06,0555 - Secretary for Environmental Protection,72,0,0,0,0,0,72
2022-06,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2022-06,0650 - Office of Planning and Research,111,25,23,2,0,1,162
2022-06,0690 - Governor's Office of Emergency Services,30,238,171,212,185,0,836
2022-06,0820 - Department of Justice,1620,538,511,528,321,359,3877
2022-06,0845 - Department of Insurance,505,202,58,32,177,5,979
2022-06,0855 - California Gambling Control Commission,22,7,7,0,0,2,38
2022-06,0860 - State Board of Equalization,28,2,112,15,1,3,161
2022-06,0890 - Secretary of State,101,0,392,40,22,8,563
2022-06,0911 - Citizens Redistricting Commission,4,1,2,0,0,0,7
2022-06,1045 - Cannabis Control Appeals Panel,4,1,0,2,0,1,8
2022-06,1111 - Department of Consumer Affairs,430,434,332,328,261,227,2012
2022-06,1115 - Department of Cannabis Control,192,26,40,19,56,2,335
2022-06,1700 - California Civil Rights Department,196,34,21,3,1,5,260
2022-06,1701 - Department of Financial Protection and Innovation,562,55,20,32,5,0,674
2022-06,1703 - California Privacy Protection Agency,7,0,0,0,0,1,8
2022-06,1750 - California Horse Racing Board,11,2,8,1,4,1,27
2022-06,2100 - Department of Alcoholic Beverage Control,47,24,58,90,87,177,483
2022-06,2120 - Alcoholic Beverage Control Appeals Board,2,1,2,1,0,0,6
2022-06,2240 - Department of Housing and Community Development,611,76,97,93,12,93,982
2022-06,2320 - Department of Real Estate,24,123,126,21,14,22,330
2022-06,2600 - California Transportation Commission,24,2,8,2,1,0,37
2022-06,2660 - Department of Transportation,2086,2720,5580,1244,351,118,12099
2022-06,2665 - High-Speed Rail Authority,169,48,24,14,9,3,267
2022-06,2700 - California Traffic Safety Program,1,27,1,0,0,0,29
2022-06,2720 - California Highway Patrol,0,142,0,334,0,1004,1480
2022-06,3100 - Exposition Park,2,0,0,27,2,2,33
2022-06,3105 - California African-American Museum,0,0,0,18,0,0,18
2022-06,3125 - California Tahoe Conservancy,18,4,6,11,1,6,46
2022-06,3340 - California Conservation Corps,44,29,23,29,18,0,143
2022-06,3355 - Office of Energy Infrastructure Safety,47,0,0,0,0,1,48
2022-06,3360 - Energy Resources Conservation and Development Commission,580,48,24,11,5,1,669
2022-06,3480 - Department of Conservation,393,51,91,60,10,29,634
2022-06,3540 - Department of Forestry and Fire Protection,175,116,135,123,51,5,605
2022-06,3560 - State Lands Commission,114,14,29,4,5,2,168
2022-06,3600 - Department of Fish and Wildlife,1004,181,187,129,54,340,1895
2022-06,3640 - Wildlife Conservation Board,20,1,2,0,0,7,30
2022-06,3720 - California Coastal Commission,48,57,38,8,6,2,159
2022-06,3760 - State Coastal Conservancy,42,10,4,2,0,0,58
2022-06,3780 - Native American Heritage Commission,7,0,0,1,0,0,8
2022-06,3790 - Department of Parks and Recreation,311,199,108,155,101,221,1095
2022-06,3810 - Santa Monica Mountains Conservancy,6,0,0,0,0,0,6
2022-06,3820 - San Francisco Bay Conservation and Development Commission,47,0,0,0,0,0,47
2022-06,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1,8,1,0,0,0,10
2022-06,3830 - San Joaquin River Conservancy,2,1,0,0,0,0,3
2022-06,3835 - Baldwin Hills Conservancy,1,1,1,0,0,0,3
2022-06,3840 - Delta Protection Commission,4,0,0,1,1,0,6
2022-06,3845 - San Diego River Conservancy,0,0,0,0,0,3,3
2022-06,3850 - Coachella Valley Mountains Conservancy,0,0,1,1,1,0,3
2022-06,3855 - Sierra Nevada Conservancy,21,9,7,6,0,0,43
2022-06,3860 - Department of Water Resources,185,347,854,512,96,22,2016
2022-06,3862 - Central Valley Flood Protection Board,21,16,5,2,6,0,50
2022-06,3875 - Sacramento-San Joaquin Delta Conservancy,7,3,1,0,0,0,11
2022-06,3885 - Delta Stewardship Council,45,10,6,1,1,0,63
2022-06,3900 - State Air Resources Board,73,618,496,207,130,37,1561
2022-06,3930 - Department of Pesticide Regulation,188,97,89,25,6,3,408
2022-06,3940 - State Water Resources Control Board,910,566,246,285,40,17,2064
2022-06,3960 - Department of Toxic Substances Control,378,231,118,58,31,212,1028
2022-06,3970 - Department of Resources Recycling and Recovery,445,88,46,27,13,1,620
2022-06,3980 - Office of Environmental Health Hazard Assessment,109,20,5,1,0,0,135
2022-06,4100 - State Council on Developmental Disabilities,30,6,13,6,6,5,66
2022-06,4140 - Department of Health Care Access and Information,192,49,21,115,20,70,467
2022-06,4150 - Department of Managed Health Care,451,5,5,0,0,63,524
2022-06,4170 - Department of Aging,173,14,7,8,1,5,208
2022-06,4250 - California Children and Families Commission,1,0,35,2,0,0,38
2022-06,4260 - State Department of Health Care Services,1739,889,265,211,63,631,3798
2022-06,4265 - Department of Public Health,2456,137,112,83,24,1126,3938
2022-06,4300 - Department of Developmental Services,382,92,41,29,10,24,578
2022-06,4440 - Department of State Hospitals,327,274,77,154,183,0,1015
2022-06,4560 - Mental Health Services Oversight and Accountability Commission,7,15,10,8,3,7,50
2022-06,4700 - Department of Community Services and Development,101,3,6,3,2,2,117
2022-06,4800 - California Health Benefit Exchange,1159,62,55,35,9,43,1363
2022-06,5160 - Department of Rehabilitation,244,228,506,391,134,142,1645
2022-06,5175 - Department of Child Support Services,426,89,7,12,12,0,546
2022-06,5180 - Department of Social Services,1566,403,494,1179,359,0,4001
2022-06,5225 - Department of Corrections and Rehabilitation,185,34,75,78,35,0,407
2022-06,5227 - Board of State and Community Corrections,17,93,2,1,2,1,116
2022-06,5420 - Prison Industry Authority,6,41,101,49,4,17,218
2022-06,6120 - California State Library,52,21,16,27,23,4,143
2022-06,6125 - Education Audit Appeals Panel,0,2,1,0,0,0,3
2022-06,6250 - California School for the Deaf - Riverside,0,2,1,9,0,5,17
2022-06,6360 - Commission on Teacher Credentialing,73,35,20,10,6,19,163
2022-06,6870 - Board of Governors of the California Community Colleges,168,3,5,1,0,0,177
2022-06,"6980 - Student Aid Commission, California",90,21,10,1,1,5,128
2022-06,7100 - Employment Development Department,6667,0,716,409,0,0,7792
2022-06,7300 - Agricultural Labor Relations Board,10,6,34,5,1,4,60
2022-06,7320 - Public Employment Relations Board,8,25,18,6,3,2,62
2022-06,7501 - Department of Human Resources,135,35,60,16,3,6,255
2022-06,7502 - California Department of Technology,772,48,30,7,6,64,927
2022-06,7503 - State Personnel Board,53,16,3,0,0,1,73
2022-06,7504 - Office of Data and Innovation,21,0,0,0,0,0,21
2022-06,7600 - California Department of Tax and Fee Administration,2538,576,347,108,15,14,3598
2022-06,7730 - Franchise Tax Board,180,208,3225,995,115,471,5194
2022-06,7760 - Department of General Services,982,174,101,72,69,363,1761
2022-06,7870 - California Victim Compensation Board,1,198,16,10,0,2,227
2022-06,7910 - Office of Administrative Law,2,7,6,6,2,0,23
2022-06,7920 - State Teachers' Retirement System,39,71,912,211,12,0,1245
2022-06,8120 - Commission on Peace Officer Standards and Training,2,0,0,115,0,5,122
2022-06,8140 - State Public Defender,43,4,9,15,2,11,84
2022-06,8560 - California Exposition and State Fair,0,0,0,0,0,0,0
2022-06,8570 - Department of Food and Agriculture,185,146,96,77,40,121,665
2022-06,8620 - Fair Political Practices Commission,79,2,0,0,0,1,82
2022-06,8660 - Public Utilities Commission,1047,35,20,14,4,10,1130
2022-06,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,0,0,0,0,0,7
2022-06,8825 - Commission on Asian and Pacific Islander American Affairs,3,0,0,0,0,0,3
2022-06,"8830 - Law Revision Commission, California",8,0,0,0,0,0,8
2022-06,8860 - Department of Finance,38,28,278,30,8,7,389
2022-06,8880 - Financial Information System for California,1,273,15,0,0,2,291
2022-06,"8885 - States Mandates, Commission on",9,2,0,1,0,0,12
2022-06,8940 - Military Department,6,12,40,22,2,2,84
2022-06,8955 - Department of Veterans Affairs,124,91,126,59,23,30,453
2022-06,A059 - California Correctional Health Care Services,906,300,538,382,328,13,2467
2022-06,A314 - California Science Center,2,0,0,26,2,2,32
2022-06,A341 - California Earthquake Authority,66,4,2,3,0,1,76
2022-06,A424 - Cradle-to-Career,3,0,3,0,0,0,6
2022-06,A541 - Board of Forestry and Fire Protection,5,3,3,1,0,0,12
2022-07,0500 - Governor's Office,23,17,29,29,15,17,130
2022-07,0509 - Governor's Office of Business and Economic Development (GO-Biz),88,9,10,4,7,1,119
2022-07,0511 - Secretary for Government Operations Agency,5,6,9,0,0,0,20
2022-07,"0515 - Secretary for Business, Consumer Services, and Housing Agency",35,10,5,6,0,2,58
2022-07,0521 - Secretary for Transportation Agency,1,0,15,2,0,0,18
2022-07,0531 - Office of Systems Integration,316,15,7,1,2,6,347
2022-07,0540 - Secretary of the Natural Resources Agency,71,0,10,1,2,1,85
2022-07,0552 - Office of the Inspector General,103,6,3,3,2,9,126
2022-07,0555 - Secretary for Environmental Protection,72,0,0,0,0,0,72
2022-07,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2022-07,0650 - Office of Planning and Research,85,32,22,11,0,1,151
2022-07,0690 - Governor's Office of Emergency Services,230,168,174,187,117,448,1324
2022-07,0820 - Department of Justice,1021,350,321,322,195,399,2608
