Report Month,Department,0 Days,1 Day,2 Days,3 Days,4 Days,5 Days,Total
2022-04,0555 - Secretary for Environmental Protection,5,0,0,4,2,60,71
2022-04,0559 - Secretary for Labor and Workforce Development Agency,4,2,8,8,3,3,28
2022-04,0650 - Office of Planning and Research,0,0,2,22,24,98,146
2022-04,0690 - Governor's Office of Emergency Services,289,170,211,179,236,37,1122
2022-04,0820 - Department of Justice,359,321,528,511,538,1620,3877
2022-04,0845 - Department of Insurance,3,167,28,55,200,519,972
2022-04,0855 - California Gambling Control Commission,0,0,0,3,9,27,39
2022-04,0860 - State Board of Equalization,1,0,8,2,0,150,161
2022-04,0890 - Secretary of State,8,22,40,392,0,101,563
2022-04,1045 - Cannabis Control Appeals Panel,0,1,1,0,1,5,8
2022-04,1111 - Department of Consumer Affairs,279,296,391,440,469,589,2464
2022-04,1115 - Department of Cannabis Control,10,53,23,59,23,193,361
2022-04,1700 - California Civil Rights Department,5,2,3,21,36,191,258
2022-04,1701 - Department of Financial Protection and Innovation,2,4,34,39,24,584,687
2022-04,1703 - California Privacy Protection Agency,1,0,0,0,0,6,7
2022-04,1750 - California Horse Racing Board,1,4,1,8,2,11,27
2022-04,2100 - Department of Alcoholic Beverage Control,202,73,78,54,19,42,468
2022-04,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2022-04,2240 - Department of Housing and Community Development,97,13,91,94,80,608,983
2022-04,2320 - Department of Real Estate,16,12,18,126,114,22,308
2022-04,2600 - California Transportation Commission,1,1,2,7,2,23,36
2022-04,2660 - Department of Transportation,115,344,1238,5570,2717,2683,12667
2022-04,2665 - High-Speed Rail Authority,4,15,21,34,49,173,296
2022-04,2700 - California Traffic Safety Program,0,0,1,2,26,2,31
2022-04,2720 - California Highway Patrol,1011,0,328,0,146,0,1485
2022-04,3100 - Exposition Park,6,4,50,0,0,4,64
2022-04,3105 - California African-American Museum,0,0,18,0,0,0,18
2022-04,3125 - California Tahoe Conservancy,1,2,1,0,0,41,45
2022-04,3340 - California Conservation Corps,1,16,36,20,35,44,152
2022-04,3355 - Office of Energy Infrastructure Safety,1,0,0,0,0,49,50
2022-04,3360 - Energy Resources Conservation and Development Commission,1,5,11,22,45,571,655
2022-04,3480 - Department of Conservation,33,22,60,87,88,331,621
2022-04,3540 - Department of Forestry and Fire Protection,6,38,92,98,100,132,466
2022-04,3560 - State Lands Commission,2,5,5,27,14,116,169
2022-04,3600 - Department of Fish and Wildlife,370,56,103,180,185,1032,1926
2022-04,3640 - Wildlife Conservation Board,5,0,1,2,1,23,32
2022-04,3720 - California Coastal Commission,0,0,0,0,178,0,178
2022-04,3760 - State Coastal Conservancy,0,0,2,4,10,42,58
2022-04,3780 - Native American Heritage Commission,0,0,1,0,0,7,8
2022-04,3790 - Department of Parks and Recreation,209,136,165,111,121,326,1068
2022-04,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,7,7
2022-04,3820 - San Francisco Bay Conservation and Development Commission,0,0,0,0,0,47,47
2022-04,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,0,0,1,7,1,9
2022-04,3830 - San Joaquin River Conservancy,0,0,0,0,1,2,3
2022-04,3835 - Baldwin Hills Conservancy,0,0,0,1,0,2,3
2022-04,3840 - Delta Protection Commission,0,1,1,0,0,5,7
2022-04,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2022-04,3850 - Coachella Valley Mountains Conservancy,0,1,1,2,0,0,4
2022-04,3855 - Sierra Nevada Conservancy,0,1,6,6,8,20,41
2022-04,3860 - Department of Water Resources,45,239,386,436,626,549,2281
2022-04,3862 - Central Valley Flood Protection Board,0,2,1,4,1,40,48
2022-04,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,0,1,10,11
2022-04,3885 - Delta Stewardship Council,0,1,1,10,14,29,55
2022-04,3900 - State Air Resources Board,0,104,124,228,447,668,1571
2022-04,3930 - Department of Pesticide Regulation,12,12,26,60,107,209,426
2022-04,3940 - State Water Resources Control Board,545,16,75,80,118,1700,2534
2022-04,3960 - Department of Toxic Substances Control,163,58,105,50,127,514,1017
2022-04,3970 - Department of Resources Recycling and Recovery,10,12,41,101,101,484,749
2022-04,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,18,111,135
2022-04,4100 - State Council on Developmental Disabilities,5,6,6,13,6,30,66
2022-04,4140 - Department of Health Care Access and Information,75,15,114,16,51,185,456
2022-04,4150 - Department of Managed Health Care,1,0,0,3,6,474,484
2022-04,4170 - Department of Aging,5,2,3,7,9,167,193
2022-04,4250 - California Children and Families Commission,0,0,2,33,0,2,37
2022-04,4260 - State Department of Health Care Services,1069,53,228,235,774,1480,3839
2022-04,4265 - Department of Public Health,1126,24,83,112,137,2456,3938
2022-04,4300 - Department of Developmental Services,20,13,22,33,91,379,558
2022-04,4440 - Department of State Hospitals,120,191,175,128,280,307,1201
2022-04,4700 - Department of Community Services and Development,1,1,0,5,2,101,110
2022-04,4800 - California Health Benefit Exchange,54,9,34,47,61,1141,1346
2022-04,5160 - Department of Rehabilitation,154,105,423,516,222,249,1669
2022-04,5175 - Department of Child Support Services,0,16,10,17,59,489,591
2022-04,5180 - Department of Social Services,0,388,1377,614,487,2285,5151
2022-04,5225 - Department of Corrections and Rehabilitation,0,32,81,64,31,162,370
2022-04,5227 - Board of State and Community Corrections,0,2,1,2,1,107,113
2022-04,5420 - Prison Industry Authority,1,7,46,95,34,36,219
2022-04,6120 - California State Library,4,24,28,16,20,52,144
2022-04,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2022-04,6250 - California School for the Deaf - Riverside,6,0,10,1,2,0,19
2022-04,6360 - Commission on Teacher Credentialing,5,1,8,16,39,78,147
2022-04,6870 - Board of Governors of the California Community Colleges,0,0,1,4,0,160,165
2022-04,"6980 - Student Aid Commission, California",0,0,0,0,0,138,138
2022-04,7100 - Employment Development Department,0,0,405,749,0,6960,8114
2022-04,7300 - Agricultural Labor Relations Board,5,1,4,36,6,10,62
2022-04,7320 - Public Employment Relations Board,3,3,6,18,25,8,63
2022-04,7501 - Department of Human Resources,13,6,16,56,57,139,287
2022-04,7502 - California Department of Technology,78,7,7,29,45,753,919
2022-04,7503 - State Personnel Board,0,2,0,5,11,56,74
2022-04,7504 - Office of Data and Innovation,0,0,0,0,0,22,22
2022-04,7600 - California Department of Tax and Fee Administration,8,12,109,346,557,2542,3574
2022-04,7730 - Franchise Tax Board,1262,54,87,211,588,2934,5136
2022-04,7760 - Department of General Services,398,75,82,97,190,1112,1954
2022-04,7870 - California Victim Compensation Board,6,0,10,16,194,1,227
2022-04,7910 - Office of Administrative Law,0,3,5,4,9,0,21
2022-04,7920 - State Teachers' Retirement System,0,12,211,910,73,39,1245
2022-04,8120 - Commission on Peace Officer Standards and Training,1,2,122,1,0,0,126
2022-04,8140 - State Public Defender,10,2,14,9,4,42,81
2022-04,8560 - California Exposition and State Fair,0,0,1,0,1,0,2
2022-04,8570 - Department of Food and Agriculture,116,39,57,88,125,157,582
2022-04,8620 - Fair Political Practices Commission,1,0,0,0,2,79,82
2022-04,8660 - Public Utilities Commission,0,16,61,146,528,536,1287
2022-04,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,0,0,7,7
2022-04,8825 - Commission on Asian and Pacific Islander American Affairs,0,0,0,0,0,3,3
2022-04,"8830 - Law Revision Commission, California",0,0,0,0,0,9,9
2022-04,8860 - Department of Finance,0,0,7,340,0,24,371
2022-04,8880 - Financial Information System for California,1,0,4,3,15,270,293
2022-04,"8885 - States Mandates, Commission on",0,0,1,0,2,8,11
2022-04,8940 - Military Department,2,2,22,39,12,6,83
2022-04,8955 - Department of Veterans Affairs,14,26,45,108,50,189,432
2022-04,A059 - California Correctional Health Care Services,0,223,173,251,186,410,1243
2022-04,A314 - California Science Center,3,2,24,0,0,2,31
2022-04,A341 - California Earthquake Authority,1,0,2,3,4,69,79
2022-04,A424 - Cradle-to-Career,0,0,0,3,0,3,6
2022-04,A541 - Board of Forestry and Fire Protection,0,0,0,2,3,5,10
2022-05,0500 - Governor's Office,18,14,28,22,18,20,120
2022-05,0509 - Governor's Office of Business and Economic Development (GO-Biz),7,4,3,3,21,89,127
2022-05,0511 - Secretary for Government Operations Agency,0,0,2,1,1,21,25
2022-05,"0515 - Secretary for Business, Consumer Services, and Housing Agency",2,0,4,2,11,39,58
2022-05,0521 - Secretary for Transportation Agency,1,0,2,0,19,0,22
2022-05,0531 - Office of Systems Integration,0,2,3,3,26,312,346
2022-05,0540 - Secretary of the Natural Resources Agency,2,4,1,11,0,68,86
2022-05,0552 - Office of the Inspector General,10,4,2,1,12,102,131
2022-05,0555 - Secretary for Environmental Protection,0,0,0,0,0,72,72
2022-05,0559 - Secretary for Labor and Workforce Development Agency,4,2,8,8,3,3,28
2022-05,0650 - Office of Planning and Research,0,0,2,25,25,98,150
2022-05,0690 - Governor's Office of Emergency Services,339,237,195,258,109,0,1138
2022-05,0820 - Department of Justice,359,321,528,511,538,1620,3877
2022-05,0845 - Department of Insurance,5,176,32,58,200,504,975
2022-05,0855 - California Gambling Control Commission,0,0,0,3,10,26,39
2022-05,0860 - State Board of Equalization,0,1,15,106,1,35,158
2022-05,0890 - Secretary of State,8,22,40,392,0,101,563
2022-05,1045 - Cannabis Control Appeals Panel,1,0,2,0,1,4,8
2022-05,1111 - Department of Consumer Affairs,254,296,404,415,451,545,2365
2022-05,1115 - Department of Cannabis Control,10,57,24,63,24,197,375
2022-05,1700 - California Civil Rights Department,5,2,3,21,36,191,258
2022-05,1701 - Department of Financial Protection and Innovation,2,4,34,36,67,543,686
2022-05,1703 - California Privacy Protection Agency,1,0,0,0,0,6,7
2022-05,1750 - California Horse Racing Board,1,4,1,8,2,11,27
2022-05,2100 - Department of Alcoholic Beverage Control,188,78,81,56,21,45,469
2022-05,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2022-05,2240 - Department of Housing and Community Development,96,13,92,96,76,615,988
2022-05,2320 - Department of Real Estate,21,14,22,126,123,23,329
2022-05,2600 - California Transportation Commission,1,1,2,8,2,23,37
2022-05,2660 - Department of Transportation,118,351,1244,5580,2720,2086,12099
2022-05,2665 - High-Speed Rail Authority,1,16,12,38,65,135,267
2022-05,2700 - California Traffic Safety Program,0,0,1,2,25,2,30
2022-05,2720 - California Highway Patrol,1004,0,336,0,144,0,1484
2022-05,3100 - Exposition Park,3,2,43,0,0,2,50
2022-05,3105 - California African-American Museum,0,0,18,0,0,0,18
2022-05,3125 - California Tahoe Conservancy,1,2,1,0,0,41,45
2022-05,3340 - California Conservation Corps,1,16,37,20,34,43,151
2022-05,3355 - Office of Energy Infrastructure Safety,1,0,0,0,0,50,51
2022-05,3360 - Energy Resources Conservation and Development Commission,1,6,10,23,47,574,661
2022-05,3480 - Department of Conservation,32,21,59,87,87,330,616
2022-05,3540 - Department of Forestry and Fire Protection,5,48,109,121,105,157,545
2022-05,3560 - State Lands Commission,2,5,5,29,14,115,170
2022-05,3600 - Department of Fish and Wildlife,360,55,136,189,182,1003,1925
2022-05,3640 - Wildlife Conservation Board,7,0,0,2,1,22,32
2022-05,3720 - California Coastal Commission,0,0,0,0,178,0,178
2022-05,3760 - State Coastal Conservancy,0,0,2,4,10,41,57
2022-05,3780 - Native American Heritage Commission,0,0,1,0,0,7,8
2022-05,3790 - Department of Parks and Recreation,201,120,190,96,205,264,1076
2022-05,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,7,7
2022-05,3820 - San Francisco Bay Conservation and Development Commission,0,0,0,0,0,47,47
2022-05,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,0,0,1,8,1,10
2022-05,3830 - San Joaquin River Conservancy,0,0,0,0,1,2,3
2022-05,3835 - Baldwin Hills Conservancy,0,0,0,1,0,2,3
2022-05,3840 - Delta Protection Commission,0,1,1,0,0,5,7
2022-05,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2022-05,3850 - Coachella Valley Mountains Conservancy,0,1,1,2,0,0,4
2022-05,3855 - Sierra Nevada Conservancy,0,0,7,5,10,20,42
2022-05,3860 - Department of Water Resources,33,261,383,434,632,580,2323
2022-05,3862 - Central Valley Flood Protection Board,0,2,1,4,6,37,50
2022-05,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,0,1,10,11
2022-05,3885 - Delta Stewardship Council,0,1,1,6,10,44,62
2022-05,3900 - State Air Resources Board,14,36,38,114,221,1130,1553
2022-05,3930 - Department of Pesticide Regulation,10,9,22,69,104,208,422
2022-05,3940 - State Water Resources Control Board,14,41,270,255,568,895,2043
2022-05,3960 - Department of Toxic Substances Control,192,37,108,91,181,406,1015
2022-05,3970 - Department of Resources Recycling and Recovery,10,16,31,100,105,483,745
2022-05,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,18,111,135
2022-05,4100 - State Council on Developmental Disabilities,5,6,6,13,6,30,66
2022-05,4140 - Department of Health Care Access and Information,76,17,113,17,49,190,462
2022-05,4150 - Department of Managed Health Care,2,0,0,3,5,474,484
2022-05,4170 - Department of Aging,6,2,4,9,9,170,200
2022-05,4250 - California Children and Families Commission,0,0,2,33,0,2,37
2022-05,4260 - State Department of Health Care Services,698,70,228,272,915,1652,3835
2022-05,4265 - Department of Public Health,1126,24,83,112,137,2456,3938
2022-05,4300 - Department of Developmental Services,23,9,28,39,88,376,563
2022-05,4440 - Department of State Hospitals,112,201,162,99,280,332,1186
2022-05,4700 - Department of Community Services and Development,2,1,2,5,3,100,113
2022-05,4800 - California Health Benefit Exchange,40,13,33,55,62,1159,1362
2022-05,5160 - Department of Rehabilitation,137,133,412,502,241,247,1672
2022-05,5175 - Department of Child Support Services,0,14,13,7,82,449,565
2022-05,5180 - Department of Social Services,0,388,1377,614,487,2285,5151
2022-05,5225 - Department of Corrections and Rehabilitation,0,263,555,562,303,1577,3260
2022-05,5227 - Board of State and Community Corrections,0,3,1,0,2,108,114
2022-05,5420 - Prison Industry Authority,3,6,48,99,46,42,244
2022-05,6120 - California State Library,4,24,28,16,20,53,145
2022-05,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2022-05,6250 - California School for the Deaf - Riverside,6,0,10,1,2,0,19
2022-05,6360 - Commission on Teacher Credentialing,6,2,8,14,39,77,146
2022-05,6870 - Board of Governors of the California Community Colleges,0,0,1,4,1,161,167
2022-05,"6980 - Student Aid Commission, California",5,1,1,10,21,90,128
2022-05,7100 - Employment Development Department,0,0,412,749,0,6752,7913
2022-05,7300 - Agricultural Labor Relations Board,4,1,4,36,6,10,61
2022-05,7320 - Public Employment Relations Board,3,3,6,18,26,8,64
2022-05,7501 - Department of Human Resources,13,6,16,56,57,139,287
2022-05,7502 - California Department of Technology,62,7,7,30,47,769,922
2022-05,7503 - State Personnel Board,0,1,0,3,12,58,74
2022-05,7504 - Office of Data and Innovation,0,0,0,0,0,22,22
2022-05,7600 - California Department of Tax and Fee Administration,8,13,109,349,556,2534,3569
2022-05,7730 - Franchise Tax Board,550,95,1055,3072,138,151,5061
2022-05,7760 - Department of General Services,401,70,80,104,164,1129,1948
2022-05,7870 - California Victim Compensation Board,5,0,10,16,199,1,231
2022-05,7910 - Office of Administrative Law,0,3,5,4,9,0,21
2022-05,7920 - State Teachers' Retirement System,0,12,212,909,72,39,1244
2022-05,8120 - Commission on Peace Officer Standards and Training,1,1,126,0,1,0,129
2022-05,8140 - State Public Defender,8,2,13,10,4,41,78
2022-05,8560 - California Exposition and State Fair,0,0,1,0,1,0,2
2022-05,8570 - Department of Food and Agriculture,116,44,73,83,109,176,601
2022-05,8620 - Fair Political Practices Commission,1,0,0,0,2,79,82
2022-05,8660 - Public Utilities Commission,0,16,61,146,528,536,1287
2022-05,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,0,0,7,7
2022-05,8825 - Commission on Asian and Pacific Islander American Affairs,0,0,0,0,0,3,3
2022-05,"8830 - Law Revision Commission, California",0,0,0,0,0,9,9
2022-05,8860 - Department of Finance,0,0,6,354,0,24,384
2022-05,8880 - Financial Information System for California,0,0,0,0,292,1,293
2022-05,"8885 - States Mandates, Commission on",0,0,1,0,2,9,12
2022-05,8940 - Military Department,2,2,22,39,12,6,83
2022-05,8955 - Department of Veterans Affairs,14,26,45,108,50,189,432
2022-05,A059 - California Correctional Health Care Services,2,260,323,504,266,828,2183
2022-05,A314 - California Science Center,2,2,25,0,0,2,31
2022-05,A341 - California Earthquake Authority,1,0,3,2,4,68,78
2022-05,A424 - Cradle-to-Career,0,0,0,3,0,3,6
2022-05,A541 - Board of Forestry and Fire Protection,0,0,1,2,4,5,12
2022-06,0500 - Governor's Office,16,13,27,27,18,20,121
2022-06,0509 - Governor's Office of Business and Economic Development (GO-Biz),1,7,4,8,9,90,119
2022-06,0511 - Secretary for Government Operations Agency,0,0,0,3,1,22,26
2022-06,"0515 - Secretary for Business, Consumer Services, and Housing Agency",2,0,6,5,10,32,55
2022-06,0521 - Secretary for Transportation Agency,0,0,2,15,0,1,18
2022-06,0531 - Office of Systems Integration,6,2,1,7,15,320,351
2022-06,0540 - Secretary of the Natural Resources Agency,1,5,1,11,0,64,82
2022-06,0552 - Office of the Inspector General,7,2,1,3,17,96,126
2022-06,0555 - Secretary for Environmental Protection,0,0,0,0,0,72,72
2022-06,0559 - Secretary for Labor and Workforce Development Agency,4,2,8,8,3,3,28
2022-06,0650 - Office of Planning and Research,1,0,2,23,25,111,162
2022-06,0690 - Governor's Office of Emergency Services,0,185,212,171,238,30,836
2022-06,0820 - Department of Justice,359,321,528,511,538,1620,3877
2022-06,0845 - Department of Insurance,5,177,32,58,202,505,979
2022-06,0855 - California Gambling Control Commission,2,0,0,7,7,22,38
2022-06,0860 - State Board of Equalization,3,1,15,112,2,28,161
2022-06,0890 - Secretary of State,8,22,40,392,0,101,563
2022-06,0911 - Citizens Redistricting Commission,0,0,0,2,1,4,7
2022-06,1045 - Cannabis Control Appeals Panel,1,0,2,0,1,4,8
2022-06,1111 - Department of Consumer Affairs,227,261,328,332,434,430,2012
2022-06,1115 - Department of Cannabis Control,2,56,19,40,26,192,335
2022-06,1700 - California Civil Rights Department,5,1,3,21,34,196,260
2022-06,1701 - Department of Financial Protection and Innovation,0,5,32,20,55,562,674
2022-06,1703 - California Privacy Protection Agency,1,0,0,0,0,7,8
2022-06,1750 - California Horse Racing Board,1,4,1,8,2,11,27
2022-06,2100 - Department of Alcoholic Beverage Control,177,87,90,58,24,47,483
2022-06,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2022-06,2240 - Department of Housing and Community Development,93,12,93,97,76,611,982
2022-06,2320 - Department of Real Estate,22,14,21,126,123,24,330
2022-06,2600 - California Transportation Commission,0,1,2,8,2,24,37
2022-06,2660 - Department of Transportation,118,351,1244,5580,2720,2086,12099
2022-06,2665 - High-Speed Rail Authority,3,9,14,24,48,169,267
2022-06,2700 - California Traffic Safety Program,0,0,0,1,27,1,29
2022-06,2720 - California Highway Patrol,1004,0,334,0,142,0,1480
2022-06,3100 - Exposition Park,2,2,27,0,0,2,33
2022-06,3105 - California African-American Museum,0,0,18,0,0,0,18
2022-06,3125 - California Tahoe Conservancy,6,1,11,6,4,18,46
2022-06,3340 - California Conservation Corps,0,18,29,23,29,44,143
2022-06,3355 - Office of Energy Infrastructure Safety,1,0,0,0,0,47,48
2022-06,3360 - Energy Resources Conservation and Development Commission,1,5,11,24,48,580,669
2022-06,3480 - Department of Conservation,29,10,60,91,51,393,634
2022-06,3540 - Department of Forestry and Fire Protection,5,51,123,135,116,175,605
2022-06,3560 - State Lands Commission,2,5,4,29,14,114,168
2022-06,3600 - Department of Fish and Wildlife,340,54,129,187,181,1004,1895
2022-06,3640 - Wildlife Conservation Board,7,0,0,2,1,20,30
2022-06,3720 - California Coastal Commission,2,6,8,38,57,48,159
2022-06,3760 - State Coastal Conservancy,0,0,2,4,10,42,58
2022-06,3780 - Native American Heritage Commission,0,0,1,0,0,7,8
2022-06,3790 - Department of Parks and Recreation,221,101,155,108,199,311,1095
2022-06,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,6,6
2022-06,3820 - San Francisco Bay Conservation and Development Commission,0,0,0,0,0,47,47
2022-06,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,0,0,1,8,1,10
2022-06,3830 - San Joaquin River Conservancy,0,0,0,0,1,2,3
2022-06,3835 - Baldwin Hills Conservancy,0,0,0,1,1,1,3
2022-06,3840 - Delta Protection Commission,0,1,1,0,0,4,6
2022-06,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2022-06,3850 - Coachella Valley Mountains Conservancy,0,1,1,1,0,0,3
2022-06,3855 - Sierra Nevada Conservancy,0,0,6,7,9,21,43
2022-06,3860 - Department of Water Resources,22,96,512,854,347,185,2016
2022-06,3862 - Central Valley Flood Protection Board,0,6,2,5,16,21,50
2022-06,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,1,3,7,11
2022-06,3885 - Delta Stewardship Council,0,1,1,6,10,45,63
2022-06,3900 - State Air Resources Board,37,130,207,496,618,73,1561
2022-06,3930 - Department of Pesticide Regulation,3,6,25,89,97,188,408
2022-06,3940 - State Water Resources Control Board,17,40,285,246,566,910,2064
2022-06,3960 - Department of Toxic Substances Control,212,31,58,118,231,378,1028
2022-06,3970 - Department of Resources Recycling and Recovery,1,13,27,46,88,445,620
2022-06,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,20,109,135
2022-06,4100 - State Council on Developmental Disabilities,5,6,6,13,6,30,66
2022-06,4140 - Department of Health Care Access and Information,70,20,115,21,49,192,467
2022-06,4150 - Department of Managed Health Care,63,0,0,5,5,451,524
2022-06,4170 - Department of Aging,5,1,8,7,14,173,208
2022-06,4250 - California Children and Families Commission,0,0,2,35,0,1,38
2022-06,4260 - State Department of Health Care Services,631,63,211,265,889,1739,3798
2022-06,4265 - Department of Public Health,1126,24,83,112,137,2456,3938
2022-06,4300 - Department of Developmental Services,24,10,29,41,92,382,578
2022-06,4440 - Department of State Hospitals,0,183,154,77,274,327,1015
2022-06,4560 - Mental Health Services Oversight and Accountability Commission,7,3,8,10,15,7,50
2022-06,4700 - Department of Community Services and Development,2,2,3,6,3,101,117
2022-06,4800 - California Health Benefit Exchange,43,9,35,55,62,1159,1363
2022-06,5160 - Department of Rehabilitation,142,134,391,506,228,244,1645
2022-06,5175 - Department of Child Support Services,0,12,12,7,89,426,546
2022-06,5180 - Department of Social Services,0,359,1179,494,403,1566,4001
2022-06,5225 - Department of Corrections and Rehabilitation,0,35,78,75,34,185,407
2022-06,5227 - Board of State and Community Corrections,1,2,1,2,93,17,116
2022-06,5420 - Prison Industry Authority,17,4,49,101,41,6,218
2022-06,6120 - California State Library,4,23,27,16,21,52,143
2022-06,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2022-06,6250 - California School for the Deaf - Riverside,5,0,9,1,2,0,17
2022-06,6360 - Commission on Teacher Credentialing,19,6,10,20,35,73,163
2022-06,6870 - Board of Governors of the California Community Colleges,0,0,1,5,3,168,177
2022-06,"6980 - Student Aid Commission, California",5,1,1,10,21,90,128
2022-06,7100 - Employment Development Department,0,0,409,716,0,6667,7792
2022-06,7300 - Agricultural Labor Relations Board,4,1,5,34,6,10,60
2022-06,7320 - Public Employment Relations Board,2,3,6,18,25,8,62
2022-06,7501 - Department of Human Resources,6,3,16,60,35,135,255
2022-06,7502 - California Department of Technology,64,6,7,30,48,772,927
2022-06,7503 - State Personnel Board,1,0,0,3,16,53,73
2022-06,7504 - Office of Data and Innovation,0,0,0,0,0,21,21
2022-06,7600 - California Department of Tax and Fee Administration,14,15,108,347,576,2538,3598
2022-06,7730 - Franchise Tax Board,471,115,995,3225,208,180,5194
2022-06,7760 - Department of General Services,363,69,72,101,174,982,1761
2022-06,7870 - California Victim Compensation Board,2,0,10,16,198,1,227
2022-06,7910 - Office of Administrative Law,0,2,6,6,7,2,23
2022-06,7920 - State Teachers' Retirement System,0,12,211,912,71,39,1245
2022-06,8120 - Commission on Peace Officer Standards and Training,5,0,115,0,0,2,122
2022-06,8140 - State Public Defender,11,2,15,9,4,43,84
2022-06,8570 - Department of Food and Agriculture,121,40,77,96,146,185,665
2022-06,8620 - Fair Political Practices Commission,1,0,0,0,2,79,82
2022-06,8660 - Public Utilities Commission,10,4,14,20,35,1047,1130
2022-06,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,0,0,7,7
2022-06,8825 - Commission on Asian and Pacific Islander American Affairs,0,0,0,0,0,3,3
2022-06,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2022-06,8860 - Department of Finance,7,8,30,278,28,38,389
2022-06,8880 - Financial Information System for California,2,0,0,15,273,1,291
2022-06,"8885 - States Mandates, Commission on",0,0,1,0,2,9,12
2022-06,8940 - Military Department,2,2,22,40,12,6,84
2022-06,8955 - Department of Veterans Affairs,30,23,59,126,91,124,453
2022-06,A059 - California Correctional Health Care Services,13,328,382,538,300,906,2467
2022-06,A314 - California Science Center,2,2,26,0,0,2,32
2022-06,A341 - California Earthquake Authority,1,0,3,2,4,66,76
2022-06,A424 - Cradle-to-Career,0,0,0,3,0,3,6
2022-06,A541 - Board of Forestry and Fire Protection,0,0,1,3,3,5,12
2022-07,0500 - Governor's Office,17,15,29,29,17,23,130
2022-07,0509 - Governor's Office of Business and Economic Development (GO-Biz),1,7,4,10,9,88,119
2022-07,0511 - Secretary for Government Operations Agency,0,0,0,9,6,5,20
2022-07,"0515 - Secretary for Business, Consumer Services, and Housing Agency",2,0,6,5,10,35,58
2022-07,0521 - Secretary for Transportation Agency,0,0,2,15,0,1,18
2022-07,0531 - Office of Systems Integration,6,2,1,7,15,316,347
2022-07,0540 - Secretary of the Natural Resources Agency,1,2,1,10,0,71,85
2022-07,0552 - Office of the Inspector General,9,2,3,3,6,103,126
2022-07,0555 - Secretary for Environmental Protection,0,0,0,0,0,72,72
2022-07,0559 - Secretary for Labor and Workforce Development Agency,4,2,8,8,3,3,28
2022-07,0650 - Office of Planning and Research,1,0,11,22,32,85,151
2022-07,0690 - Governor's Office of Emergency Services,448,117,187,174,168,230,1324
2022-07,0820 - Department of Justice,399,195,322,321,350,1021,2608
2022-07,0845 - Department of Insurance,5,176,33,59,202,509,984
2022-07,0855 - California Gambling Control Commission,2,0,0,7,7,22,38
2022-07,0860 - State Board of Equalization,1,1,16,114,2,27,161
2022-07,0890 - Secretary of State,8,22,40,390,0,101,561
2022-07,0911 - Citizens Redistricting Commission,0,0,0,2,1,4,7
2022-07,1045 - Cannabis Control Appeals Panel,1,0,2,0,1,4,8
2022-07,1111 - Department of Consumer Affairs,227,261,328,332,434,430,2012
2022-07,1115 - Department of Cannabis Control,3,64,12,41,31,196,347
2022-07,1700 - California Civil Rights Department,5,1,3,21,36,205,271
2022-07,1701 - Department of Financial Protection and Innovation,1,7,32,21,58,563,682
2022-07,1703 - California Privacy Protection Agency,1,0,0,0,0,7,8
2022-07,1750 - California Horse Racing Board,1,4,1,9,2,11,28
2022-07,2100 - Department of Alcoholic Beverage Control,164,95,92,61,25,48,485
2022-07,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2022-07,2240 - Department of Housing and Community Development,94,15,99,96,82,632,1018
2022-07,2320 - Department of Real Estate,4,15,29,155,80,24,307
2022-07,2600 - California Transportation Commission,0,1,2,8,2,23,36
2022-07,2660 - Department of Transportation,118,351,1244,5580,2720,2086,12099
2022-07,2665 - High-Speed Rail Authority,4,26,21,29,55,181,316
2022-07,2700 - California Traffic Safety Program,0,0,0,1,27,1,29
2022-07,2720 - California Highway Patrol,1008,0,329,0,137,0,1474
